,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
8259,-19.821,144.455,332.0,1.0,1.0,2020-01-03,40,Terra,MODIS,81,6.0NRT,308.2,13.4,D
3043,-32.292,123.422,331.0,1.0,1.0,2020-01-01,1435,Terra,MODIS,100,6.0NRT,298.5,26.8,N
18187,-35.84,147.614,347.7,1.2,1.1,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,274.6,74.9,N
5823,-32.782,124.179,340.6,1.3,1.1,2020-01-02,555,Aqua,MODIS,82,6.0NRT,313.1,31.9,D
16289,-34.735,150.227,337.2,2.8,1.6,2020-01-04,1325,Terra,MODIS,80,6.0NRT,290.2,160.0,N
33793,-35.853,148.901,306.6,1.8,1.3,2020-01-29,1320,Terra,MODIS,69,6.0NRT,289.4,19.1,N
33425,-36.092,150.113,324.3,1.0,1.0,2020-01-29,355,Aqua,MODIS,53,6.0NRT,298.3,15.4,D
9807,-34.305,150.261,308.6,1.0,1.0,2020-01-03,1245,Terra,MODIS,75,6.0NRT,293.6,7.8,N
25251,-37.371,149.442,321.5,1.1,1.0,2020-01-11,410,Aqua,MODIS,56,6.0NRT,296.8,13.8,D
25813,-35.48,148.438,335.5,1.0,1.0,2020-01-11,410,Aqua,MODIS,55,6.0NRT,296.5,31.2,D
16800,-37.124,149.801,345.1,2.3,1.5,2020-01-04,1325,Terra,MODIS,100,6.0NRT,276.2,0.0,N
8711,-22.169,146.911,353.1,3.1,1.7,2020-01-03,325,Aqua,MODIS,95,6.0NRT,310.1,255.0,D
30923,-17.937,137.842,331.9,4.3,1.9,2020-01-17,515,Aqua,MODIS,57,6.0NRT,308.2,92.3,D
2734,-35.633,148.222,333.8,1.0,1.0,2020-01-01,1255,Terra,MODIS,100,6.0NRT,294.7,33.0,N
10260,-37.602,148.989,325.8,1.2,1.1,2020-01-03,1245,Terra,MODIS,100,6.0NRT,296.1,29.2,N
19192,-37.309,149.198,322.5,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,288.8,21.2,N
22382,-35.842,136.574,309.3,1.2,1.1,2020-01-07,1400,Terra,MODIS,77,6.0NRT,288.2,12.9,N
17580,-32.222,151.367,325.4,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,302.2,20.2,N
14844,-35.706,149.857,353.1,1.0,1.0,2020-01-04,400,Aqua,MODIS,95,6.0NRT,323.0,43.6,D
1050,-29.065,128.281,353.6,1.0,1.0,2020-01-01,510,Aqua,MODIS,95,6.0NRT,323.7,43.5,D
5215,-35.939,147.905,359.1,1.1,1.0,2020-01-02,415,Aqua,MODIS,99,6.0NRT,308.2,87.5,D
12638,-37.155,148.397,479.1,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,341.9,1166.0,D
17006,-36.446,147.896,320.2,1.8,1.3,2020-01-04,1325,Terra,MODIS,100,6.0NRT,290.9,33.5,N
19084,-37.326,149.542,352.6,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,295.2,67.7,N
4182,-31.121,132.719,397.2,1.5,1.2,2020-01-02,135,Terra,MODIS,100,6.0NRT,325.3,387.4,D
963,-31.256,121.101,373.4,2.9,1.6,2020-01-01,510,Aqua,MODIS,100,6.0NRT,313.1,506.8,D
972,-31.241,121.092,406.2,2.9,1.6,2020-01-01,510,Aqua,MODIS,100,6.0NRT,330.7,1256.0,D
13148,-37.095,147.048,385.6,1.1,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,302.1,178.9,D
24994,-18.222,144.116,314.8,1.1,1.0,2020-01-10,1255,Terra,MODIS,60,6.0NRT,297.4,9.8,N
20386,-32.679,150.048,323.6,1.3,1.1,2020-01-05,1235,Terra,MODIS,81,6.0NRT,288.1,28.4,N
16865,-37.131,149.528,345.7,2.2,1.4,2020-01-04,1325,Terra,MODIS,90,6.0NRT,270.7,174.7,N
24598,-19.823,144.32,353.7,1.0,1.0,2020-01-10,45,Terra,MODIS,96,6.0NRT,316.8,56.7,D
475,-32.682,150.87,343.8,1.4,1.2,2020-01-01,330,Aqua,MODIS,88,6.0NRT,307.0,59.4,D
14181,-36.054,149.752,504.1,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,400.1,1734.6,D
9254,-35.934,136.654,362.0,1.1,1.0,2020-01-03,500,Aqua,MODIS,92,6.0NRT,305.4,0.0,D
27330,-35.939,137.186,338.7,1.7,1.3,2020-01-13,120,Terra,MODIS,82,6.0NRT,310.7,62.5,D
26208,-35.887,148.864,319.0,1.0,1.0,2020-01-11,1510,Aqua,MODIS,98,6.0NRT,281.6,19.4,N
19052,-37.317,149.544,376.8,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,297.0,142.4,N
30012,-26.6,150.099,304.5,1.3,1.1,2020-01-14,1230,Terra,MODIS,60,6.0NRT,287.4,6.7,N
10237,-37.61,149.099,320.2,1.2,1.1,2020-01-03,1245,Terra,MODIS,100,6.0NRT,290.0,22.8,N
21862,-29.436,152.074,316.5,4.4,1.9,2020-01-07,255,Aqua,MODIS,59,6.0NRT,296.6,66.8,D
29657,-37.419,148.383,318.4,2.3,1.5,2020-01-14,440,Aqua,MODIS,62,6.0NRT,297.5,31.2,D
3009,-32.312,123.47,313.9,1.0,1.0,2020-01-01,1435,Terra,MODIS,88,6.0NRT,296.3,10.1,N
10000,-31.42,152.089,314.3,1.0,1.0,2020-01-03,1245,Terra,MODIS,73,6.0NRT,294.0,11.0,N
13277,-36.982,147.287,352.1,1.0,1.0,2020-01-04,400,Aqua,MODIS,95,6.0NRT,313.1,53.0,D
8065,-28.732,128.845,331.5,1.3,1.1,2020-01-02,1655,Aqua,MODIS,100,6.0NRT,290.3,38.9,N
27045,-37.731,149.257,326.0,4.5,2.0,2020-01-12,1415,Aqua,MODIS,100,6.0NRT,284.3,226.5,N
28363,-18.326,145.406,326.8,1.0,1.0,2020-01-13,400,Aqua,MODIS,68,6.0NRT,298.8,11.4,D
12980,-37.03,148.094,419.6,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,327.0,381.7,D
29342,-35.9,149.761,324.6,1.4,1.2,2020-01-14,25,Terra,MODIS,64,6.0NRT,295.6,29.2,D
18403,-37.122,149.716,324.6,1.0,1.0,2020-01-04,1505,Aqua,MODIS,75,6.0NRT,282.3,17.7,N
7525,-37.518,149.391,379.1,1.1,1.0,2020-01-02,1520,Aqua,MODIS,100,6.0NRT,305.5,163.2,N
16382,-37.658,149.119,336.5,2.0,1.4,2020-01-04,1325,Terra,MODIS,91,6.0NRT,288.9,88.9,N
25710,-35.875,148.091,387.8,1.0,1.0,2020-01-11,410,Aqua,MODIS,100,6.0NRT,304.8,180.5,D
34249,-37.227,149.074,401.3,2.6,1.5,2020-01-30,440,Aqua,MODIS,100,6.0NRT,306.9,983.0,D
10876,-18.207,142.993,328.9,1.0,1.0,2020-01-03,1555,Aqua,MODIS,100,6.0NRT,296.7,25.6,N
30010,-28.338,148.324,323.4,1.8,1.3,2020-01-14,1230,Terra,MODIS,100,6.0NRT,295.9,48.4,N
2583,-35.938,148.213,323.7,1.0,1.0,2020-01-01,1255,Terra,MODIS,93,6.0NRT,289.3,21.3,N
34033,-35.843,148.882,360.5,1.3,1.1,2020-01-30,25,Terra,MODIS,100,6.0NRT,312.0,113.4,D
15700,-34.927,150.001,350.3,1.0,1.0,2020-01-04,405,Aqua,MODIS,93,6.0NRT,314.8,42.5,D
24966,-19.746,144.304,356.6,1.1,1.0,2020-01-10,1255,Terra,MODIS,100,6.0NRT,297.4,85.0,N
33394,-36.858,149.501,341.6,1.0,1.0,2020-01-29,355,Aqua,MODIS,89,6.0NRT,298.1,39.3,D
20237,-30.082,151.293,310.0,1.1,1.0,2020-01-05,1235,Terra,MODIS,79,6.0NRT,288.9,10.4,N
11991,-37.446,149.49,337.0,1.3,1.1,2020-01-03,2345,Terra,MODIS,86,6.0NRT,308.9,39.4,D
14264,-36.013,149.665,328.2,1.0,1.0,2020-01-04,400,Aqua,MODIS,73,6.0NRT,304.4,12.3,D
2813,-35.46,147.876,315.3,1.0,1.0,2020-01-01,1255,Terra,MODIS,68,6.0NRT,291.1,13.6,N
450,-34.973,150.098,337.5,1.7,1.3,2020-01-01,330,Aqua,MODIS,85,6.0NRT,300.3,65.1,D
23599,-36.644,146.593,321.2,1.0,1.0,2020-01-08,1305,Terra,MODIS,100,6.0NRT,292.8,18.2,N
11801,-37.032,148.311,340.3,1.5,1.2,2020-01-03,2345,Terra,MODIS,81,6.0NRT,309.7,61.8,D
25601,-36.346,147.779,331.0,1.0,1.0,2020-01-11,410,Aqua,MODIS,55,6.0NRT,297.0,19.7,D
9797,-34.353,150.328,328.6,1.0,1.0,2020-01-03,1245,Terra,MODIS,100,6.0NRT,296.3,25.5,N
6948,-36.131,147.926,304.5,1.0,1.0,2020-01-02,1515,Aqua,MODIS,58,6.0NRT,292.4,6.8,N
29816,-30.118,150.068,319.9,1.5,1.2,2020-01-14,1225,Terra,MODIS,99,6.0NRT,294.8,26.0,N
16957,-36.631,148.028,323.8,1.8,1.3,2020-01-04,1325,Terra,MODIS,81,6.0NRT,286.7,42.4,N
3271,-32.391,123.559,349.0,1.0,1.0,2020-01-01,1435,Terra,MODIS,100,6.0NRT,300.0,59.7,N
33325,-32.84,124.377,339.8,2.1,1.4,2020-01-29,120,Terra,MODIS,59,6.0NRT,317.1,55.6,D
6968,-36.486,149.917,317.9,1.1,1.0,2020-01-02,1515,Aqua,MODIS,96,6.0NRT,288.9,18.8,N
23376,-32.687,122.287,373.8,2.0,1.4,2020-01-08,520,Aqua,MODIS,75,6.0NRT,302.9,306.0,D
32810,-27.534,151.134,324.7,1.9,1.3,2020-01-27,410,Aqua,MODIS,69,6.0NRT,297.6,35.6,D
25591,-36.374,147.715,347.3,1.0,1.0,2020-01-11,410,Aqua,MODIS,92,6.0NRT,304.5,50.5,D
12583,-37.433,148.506,352.2,1.0,1.0,2020-01-04,400,Aqua,MODIS,96,6.0NRT,292.8,56.0,D
17597,-32.56,150.627,329.9,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,300.8,24.4,N
17347,-29.26,152.184,305.7,1.0,1.0,2020-01-04,1505,Aqua,MODIS,65,6.0NRT,293.4,6.4,N
14795,-35.947,148.354,365.7,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,306.7,83.4,D
12309,-37.248,146.517,371.9,1.9,1.4,2020-01-03,2345,Terra,MODIS,100,6.0NRT,305.3,307.2,D
29497,-37.343,149.034,330.9,1.4,1.2,2020-01-14,25,Terra,MODIS,73,6.0NRT,296.6,37.4,D
23488,-32.453,122.994,346.6,1.8,1.3,2020-01-08,520,Aqua,MODIS,61,6.0NRT,316.8,64.9,D
31359,-27.412,147.907,340.4,1.1,1.1,2020-01-21,30,Terra,MODIS,83,6.0NRT,316.7,26.6,D
16524,-37.424,149.343,320.4,2.1,1.4,2020-01-04,1325,Terra,MODIS,100,6.0NRT,286.3,55.4,N
959,-31.63,119.735,332.9,3.6,1.8,2020-01-01,510,Aqua,MODIS,63,6.0NRT,314.4,83.5,D
16609,-37.23,149.683,323.6,2.2,1.4,2020-01-04,1325,Terra,MODIS,93,6.0NRT,274.7,0.0,N
31585,-31.999,149.064,324.1,1.8,1.3,2020-01-22,1315,Terra,MODIS,100,6.0NRT,298.0,45.9,N
18717,-37.193,149.515,354.8,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,290.4,0.0,N
3350,-32.343,123.505,320.1,1.0,1.0,2020-01-01,1435,Terra,MODIS,100,6.0NRT,297.0,12.5,N
9120,-36.01,136.752,506.6,1.1,1.0,2020-01-03,500,Aqua,MODIS,100,6.0NRT,400.1,0.0,D
7461,-31.228,121.195,325.3,2.8,1.6,2020-01-02,1520,Terra,MODIS,100,6.0NRT,291.8,104.9,N
29219,-37.741,149.184,340.3,1.1,1.1,2020-01-13,1500,Aqua,MODIS,100,6.0NRT,294.0,49.0,N
21818,-31.848,121.469,355.4,1.0,1.0,2020-01-07,155,Terra,MODIS,96,6.0NRT,320.8,51.5,D
28719,-37.133,149.946,311.2,1.9,1.3,2020-01-13,1320,Terra,MODIS,51,6.0NRT,289.2,24.5,N
10334,-37.507,149.278,325.2,1.2,1.1,2020-01-03,1245,Terra,MODIS,100,6.0NRT,295.1,26.8,N
5248,-35.8,148.246,369.4,1.1,1.1,2020-01-02,415,Aqua,MODIS,100,6.0NRT,309.6,126.1,D
23949,-35.807,136.86,350.0,4.0,1.9,2020-01-09,145,Terra,MODIS,95,6.0NRT,313.7,313.6,D
13139,-37.065,147.286,341.9,1.0,1.0,2020-01-04,400,Aqua,MODIS,89,6.0NRT,303.4,32.3,D
10204,-37.693,148.638,317.3,1.2,1.1,2020-01-03,1245,Terra,MODIS,95,6.0NRT,292.4,19.6,N
25282,-37.276,149.751,329.4,1.1,1.0,2020-01-11,410,Aqua,MODIS,83,6.0NRT,299.4,25.4,D
7810,-37.775,148.892,313.9,1.0,1.0,2020-01-02,1520,Aqua,MODIS,80,6.0NRT,289.0,14.4,N
14189,-36.312,147.973,331.6,1.0,1.0,2020-01-04,400,Aqua,MODIS,51,6.0NRT,304.3,16.8,D
10859,-37.11,147.901,315.9,4.6,2.0,2020-01-03,1425,Aqua,MODIS,89,6.0NRT,293.0,137.3,N
24681,-34.996,150.011,360.5,2.1,1.4,2020-01-10,325,Aqua,MODIS,100,6.0NRT,310.4,211.6,D
10878,-18.21,143.013,313.4,1.0,1.0,2020-01-03,1555,Aqua,MODIS,87,6.0NRT,295.9,9.0,N
17721,-32.7,150.94,321.9,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,296.9,15.0,N
32463,-34.791,150.073,353.0,2.1,1.4,2020-01-26,325,Aqua,MODIS,95,6.0NRT,307.4,160.0,D
17342,-31.911,121.392,317.2,1.8,1.3,2020-01-04,1505,Terra,MODIS,95,6.0NRT,290.6,36.3,N
16633,-37.218,149.678,345.7,2.2,1.4,2020-01-04,1325,Terra,MODIS,100,6.0NRT,280.0,0.0,N
23683,-35.558,148.414,338.8,1.0,1.0,2020-01-08,1305,Terra,MODIS,93,6.0NRT,296.5,40.9,N
24334,-25.451,149.177,341.1,2.5,1.5,2020-01-09,425,Aqua,MODIS,83,6.0NRT,310.8,101.3,D
4331,-32.464,123.17,349.8,1.3,1.1,2020-01-02,135,Terra,MODIS,78,6.0NRT,295.7,80.8,D
5597,-32.897,124.228,347.6,1.3,1.2,2020-01-02,555,Aqua,MODIS,90,6.0NRT,307.1,62.1,D
31331,-21.457,116.022,310.9,1.3,1.1,2020-01-20,1510,Terra,MODIS,76,6.0NRT,298.4,9.5,N
393,-35.664,148.168,330.2,2.3,1.5,2020-01-01,330,Aqua,MODIS,67,6.0NRT,301.3,67.8,D
12864,-37.044,148.261,373.6,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,302.9,105.4,D
2358,-36.6,148.196,306.1,1.0,1.0,2020-01-01,1255,Terra,MODIS,67,6.0NRT,287.4,8.7,N
5724,-32.929,123.709,422.9,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,310.3,571.7,D
21803,-33.234,122.202,343.5,1.0,1.0,2020-01-07,155,Terra,MODIS,87,6.0NRT,315.8,32.4,D
4762,-37.571,148.601,334.4,1.1,1.1,2020-01-02,415,Aqua,MODIS,51,6.0NRT,294.3,28.9,D
26914,-37.472,149.215,332.9,1.4,1.2,2020-01-12,1240,Terra,MODIS,95,6.0NRT,286.9,49.6,N
15034,-35.823,148.653,356.6,1.0,1.0,2020-01-04,400,Aqua,MODIS,97,6.0NRT,301.9,68.5,D
5419,-18.315,144.814,359.8,1.4,1.2,2020-01-02,420,Aqua,MODIS,99,6.0NRT,313.2,106.3,D
23672,-35.647,148.5,324.8,1.0,1.0,2020-01-08,1305,Terra,MODIS,100,6.0NRT,289.1,24.0,N
24151,-36.675,146.569,364.8,1.1,1.0,2020-01-09,420,Aqua,MODIS,100,6.0NRT,307.1,100.9,D
14409,-35.976,149.418,355.4,1.0,1.0,2020-01-04,400,Aqua,MODIS,97,6.0NRT,309.2,59.8,D
21377,-31.868,121.502,327.4,1.2,1.1,2020-01-06,1455,Terra,MODIS,100,6.0NRT,298.1,29.9,N
8306,-35.852,148.657,327.5,2.3,1.5,2020-01-03,40,Terra,MODIS,71,6.0NRT,300.5,65.2,D
2579,-35.924,148.313,318.7,1.0,1.0,2020-01-01,1255,Terra,MODIS,53,6.0NRT,291.2,16.6,N
9757,-34.948,149.985,338.8,1.0,1.0,2020-01-03,1245,Terra,MODIS,100,6.0NRT,297.4,41.7,N
17225,-32.741,150.091,310.6,3.1,1.7,2020-01-04,1330,Terra,MODIS,58,6.0NRT,298.2,34.6,N
25702,-35.882,148.099,422.1,1.0,1.0,2020-01-11,410,Aqua,MODIS,100,6.0NRT,318.8,411.0,D
11174,-31.493,151.238,333.5,1.4,1.2,2020-01-03,2345,Terra,MODIS,72,6.0NRT,303.8,33.8,D
3962,-34.897,150.109,325.0,1.0,1.0,2020-01-02,0,Terra,MODIS,60,6.0NRT,299.3,16.3,D
22082,-32.472,123.144,369.2,2.3,1.5,2020-01-07,615,Aqua,MODIS,100,6.0NRT,314.3,314.3,D
21146,-32.445,123.154,369.4,1.2,1.1,2020-01-06,530,Aqua,MODIS,100,6.0NRT,322.0,114.4,D
23685,-35.538,148.498,303.8,1.0,1.0,2020-01-08,1305,Terra,MODIS,57,6.0NRT,287.3,7.6,N
16594,-37.221,149.788,378.9,2.3,1.5,2020-01-04,1325,Terra,MODIS,100,6.0NRT,279.9,0.0,N
14522,-36.111,147.912,466.9,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,317.6,0.0,D
30034,-22.848,148.624,326.7,1.5,1.2,2020-01-14,1230,Terra,MODIS,100,6.0NRT,295.1,39.2,N
28497,-36.293,148.183,312.2,1.5,1.2,2020-01-13,1320,Terra,MODIS,84,6.0NRT,289.6,22.0,N
13840,-36.308,149.542,375.5,1.0,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,314.8,122.7,D
18526,-37.197,149.963,324.2,1.0,1.0,2020-01-04,1505,Aqua,MODIS,94,6.0NRT,277.7,0.0,N
31445,-34.464,150.886,317.2,1.2,1.1,2020-01-21,1235,Terra,MODIS,95,6.0NRT,292.4,19.4,N
28264,-37.225,149.551,362.4,1.0,1.0,2020-01-13,355,Aqua,MODIS,100,6.0NRT,299.5,87.0,D
19329,-37.332,149.125,329.8,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,289.7,30.8,N
6299,-31.024,123.668,337.5,1.4,1.2,2020-01-02,555,Aqua,MODIS,61,6.0NRT,286.8,25.9,D
27216,-37.263,149.496,368.6,1.6,1.2,2020-01-12,2340,Terra,MODIS,100,6.0NRT,295.7,202.4,D
23724,-35.656,137.141,320.0,3.0,1.6,2020-01-08,1305,Terra,MODIS,99,6.0NRT,291.4,86.4,N
22809,-35.866,136.612,388.9,1.0,1.0,2020-01-08,100,Terra,MODIS,100,6.0NRT,321.5,171.7,D
6626,-35.829,148.659,304.6,3.2,1.7,2020-01-02,1340,Terra,MODIS,61,6.0NRT,284.8,49.6,N
25466,-37.049,149.383,384.6,1.1,1.0,2020-01-11,410,Aqua,MODIS,100,6.0NRT,300.6,182.5,D
27333,-37.762,148.883,337.9,1.1,1.0,2020-01-13,355,Aqua,MODIS,88,6.0NRT,298.7,37.9,D
28189,-37.712,149.265,333.3,1.0,1.0,2020-01-13,355,Aqua,MODIS,85,6.0NRT,296.8,29.3,D
5709,-32.95,123.644,362.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,323.0,79.7,D
15870,-34.347,150.043,353.1,1.1,1.0,2020-01-04,405,Aqua,MODIS,87,6.0NRT,312.5,46.7,D
20012,-33.183,150.121,320.7,4.0,1.9,2020-01-05,310,Aqua,MODIS,62,6.0NRT,304.4,56.6,D
6568,-27.977,128.442,340.4,3.2,1.7,2020-01-02,555,Aqua,MODIS,65,6.0NRT,308.3,118.8,D
672,-32.563,150.28,338.5,1.5,1.2,2020-01-01,335,Aqua,MODIS,76,6.0NRT,310.6,40.0,D
31909,-36.38,149.985,325.1,1.4,1.2,2020-01-24,340,Aqua,MODIS,68,6.0NRT,294.0,25.8,D
30038,-22.493,148.435,304.7,1.5,1.2,2020-01-14,1230,Terra,MODIS,51,6.0NRT,294.3,6.8,N
533,-34.326,150.347,341.7,1.6,1.2,2020-01-01,330,Aqua,MODIS,85,6.0NRT,300.0,70.1,D
9139,-35.974,136.855,359.9,1.1,1.0,2020-01-03,500,Aqua,MODIS,87,6.0NRT,299.5,76.4,D
34477,-36.986,149.442,313.7,1.9,1.4,2020-01-30,1225,Terra,MODIS,84,6.0NRT,293.7,28.2,N
6391,-30.9,123.545,386.1,1.3,1.1,2020-01-02,555,Aqua,MODIS,100,6.0NRT,318.8,239.7,D
27253,-37.408,149.226,373.2,1.6,1.3,2020-01-12,2340,Terra,MODIS,100,6.0NRT,297.7,255.2,D
29334,-35.734,148.604,337.7,1.2,1.1,2020-01-14,25,Terra,MODIS,86,6.0NRT,303.2,39.3,D
9994,-31.6,152.061,320.3,1.0,1.0,2020-01-03,1245,Terra,MODIS,100,6.0NRT,296.1,16.4,N
27975,-36.085,149.493,324.7,1.0,1.0,2020-01-13,355,Aqua,MODIS,54,6.0NRT,300.5,13.2,D
11981,-37.037,147.413,475.6,1.7,1.3,2020-01-03,2345,Terra,MODIS,100,6.0NRT,307.7,2446.8,D
18666,-37.188,149.6,338.8,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,281.1,0.0,N
32067,-37.42,149.264,321.4,1.0,1.0,2020-01-25,5,Terra,MODIS,67,6.0NRT,294.1,14.7,D
12085,-37.517,149.372,382.4,1.3,1.1,2020-01-03,2345,Terra,MODIS,100,6.0NRT,308.2,231.9,D
25207,-37.476,149.238,353.6,1.0,1.0,2020-01-11,410,Aqua,MODIS,71,6.0NRT,293.4,62.1,D
23696,-35.541,148.357,319.0,1.0,1.0,2020-01-08,1305,Terra,MODIS,78,6.0NRT,289.5,16.3,N
16044,-32.237,151.356,340.6,1.3,1.1,2020-01-04,405,Aqua,MODIS,67,6.0NRT,316.0,28.7,D
27509,-37.34,149.918,371.4,1.0,1.0,2020-01-13,355,Aqua,MODIS,100,6.0NRT,305.2,114.5,D
8236,-37.093,148.118,326.9,2.2,1.4,2020-01-03,40,Terra,MODIS,80,6.0NRT,299.7,65.4,D
8019,-37.38,148.962,308.4,1.0,1.0,2020-01-02,1520,Aqua,MODIS,60,6.0NRT,287.6,10.0,N
13515,-36.91,146.791,369.5,1.1,1.0,2020-01-04,400,Aqua,MODIS,100,6.0NRT,314.2,113.8,D
23747,-19.841,144.327,315.0,1.0,1.0,2020-01-08,1305,Terra,MODIS,90,6.0NRT,293.1,11.6,N
23666,-35.654,148.514,318.4,1.0,1.0,2020-01-08,1305,Terra,MODIS,62,6.0NRT,288.1,17.6,N
16390,-37.647,148.926,318.2,2.0,1.4,2020-01-04,1325,Terra,MODIS,64,6.0NRT,286.1,41.3,N
33409,-36.738,149.364,330.2,1.0,1.0,2020-01-29,355,Aqua,MODIS,69,6.0NRT,302.6,18.5,D
17292,-29.08,150.822,317.6,4.2,1.9,2020-01-04,1330,Terra,MODIS,95,6.0NRT,296.4,101.4,N
23596,-36.652,146.589,358.1,1.0,1.0,2020-01-08,1305,Terra,MODIS,100,6.0NRT,299.3,80.5,N
18508,-37.133,149.554,372.7,1.0,1.0,2020-01-04,1505,Aqua,MODIS,100,6.0NRT,280.2,0.0,N
24192,-36.282,147.683,377.7,1.2,1.1,2020-01-09,420,Aqua,MODIS,100,6.0NRT,307.3,175.3,D
21028,-32.846,124.104,351.0,1.1,1.0,2020-01-06,530,Aqua,MODIS,93,6.0NRT,319.4,51.0,D
7743,-37.67,148.726,318.0,1.0,1.0,2020-01-02,1520,Aqua,MODIS,53,6.0NRT,289.8,15.3,N
